injection_id,noise_seed,sampler_seed,M_c,q,s1_mag,s1_theta,s1_phi,s2_mag,s2_theta,s2_phi,iota,lambda_1,lambda_2,ra,dec,psi,t_c,phase_c,d_L
0,4150352979,3755718322,1.8406707315816604,0.6164205524981602,0.029253069145080052,2.355893832309153,6.27123111799019,0.02042027718004364,1.6394450092967352,1.8047520968869166,1.2513210008975915,4008.0583891572674,169.01289707152768,0.3152370926371746,0.02039123576968208,2.5489099327166804,0.006024304043106382,6.065508411748045,144.39063380218386
1,4014206099,255851882,1.6683318930591073,0.9906895068595318,0.005983875414691498,2.1718828360813203,5.654629344861241,0.0009659955462199554,0.643596982707514,3.5601051269483257,1.4823269373259644,2352.175936614134,2786.1915570602237,3.5478714677273637,-0.4693843133063226,2.286538639929717,-0.013559913094405579,3.0179378323888177,87.63208716228178
2,3337299761,2116144702,1.5973738303277265,0.8735211139622553,0.03893435583182195,0.9485843184976329,5.18988469180706,0.014979107705768869,2.8455912385183986,1.2333953183569406,0.39213628483744783,1626.3261271490965,2194.8964239579773,2.6450248797074063,-0.707332600062544,3.0732272372833878,0.012935396332167773,1.0633590688273802,117.87246132342663
3,3028575169,4208635834,1.8180937987390453,0.919857066319897,0.01578873334451286,2.084703959423509,3.548816677320753,0.02024601727462952,1.9254277540756255,1.6924288115591781,0.8308486988670456,648.1859810595414,2779.7113415742397,4.9150773498764755,0.36615895926621306,1.7661917193073342,0.008988544015971833,3.1072232514545766,77.96985293798319
4,4260127797,837966391,2.239771381942589,0.792199181372045,0.00969538550933386,0.9295096713646415,1.635148226485741,0.02945383649041655,2.071644866909847,5.525027912535441,1.8050061629762002,3398.3173720277214,4036.8045976536005,1.136559019448898,0.06134975567336097,0.46564978233216736,-0.029467797548512493,5.463029558508267,130.50637675985465
5,1789484763,1366570212,1.6383505049186748,0.7026919258547102,0.025246274092477972,1.389650047017216,5.035438269043739,0.028789337278962032,1.689431157970316,5.506199435144624,0.39824167308303604,3472.454776519048,1061.9259767328392,6.078903173450892,-0.2682370415862469,2.614102065335461,-0.02621520502524985,6.0465133464211585,128.12356533155884
6,54434595,1238017676,2.400404336332109,0.6778151688962786,0.00499015142783742,1.9318009227987294,3.396328257752887,0.04145506707048105,2.0548892899776945,3.6179680609152918,2.8126392182434294,1521.282570452371,844.1391080655086,0.2678570781769478,0.8024922745784148,2.671148725806027,-0.009797208894567283,4.174916078635423,133.8131077090631
7,3813934621,2857971765,1.8551960320161545,0.5630933596995271,0.032545442007358386,1.9557967078402578,2.0922001958035525,0.014681596376109897,0.33064277229514744,2.2146388128038565,2.0197955982122204,144.6807589243576,3151.3586086568266,4.606538223485182,-0.3220668433256627,1.8232707159858812,0.023207364867719935,3.271066804280951,131.34899604019412
8,1184257174,2543377213,2.2502041417724916,0.9455980658648169,0.048862728108096914,1.0400609629967605,2.995274006547991,0.04973611341678877,2.0892081844762256,2.7849060158072247,1.9824404799382254,3277.832928113861,5.695021951699353,5.079703843440349,-0.8935806937605857,1.9371463731963063,0.029985186355402788,2.4089384458475283,148.46860173177333
9,3712346100,807103743,2.1329659479492156,0.5836722188217254,0.002312767139448002,1.4259680702909043,4.875118620417757,0.048779794815018054,2.36084760739141,5.757239347287276,1.1936494976550303,293.33128833338,1616.892513019066,2.104977036032384,0.30915411192283415,1.4468357212865597,0.023119625134847947,1.872427332368204,31.803339163154597
10,631650518,1529317644,1.5417513389018995,0.7782286000388913,0.043384389984827486,1.139138324553899,2.252171872918188,0.0009226732129757886,1.1934759649345454,0.6936894411676149,2.255576425960531,4064.399816233628,4590.887622578786,3.6978966274138148,-0.33881236694457295,0.8796877454822174,0.0013422326310028666,2.1252018170408826,54.44710890460947
11,1838766318,2631906808,2.324004040351787,0.8524999862307454,0.02642558531133013,0.37648778007380906,2.393669125889481,0.025475736126813954,0.4704031800436739,2.6948258606611963,2.8842534663896853,3213.6654979875357,1732.6360311869498,2.3186453670359355,-0.8203354779169242,0.31766590762104824,-0.022825693071642967,1.1023322498961312,134.02824848817036
12,602360271,3833605181,2.315545828454173,0.8956927240003754,0.04504815453682762,2.2335482911270135,5.324667786589683,0.03357649048851371,0.6058228606853725,3.8840558211334524,0.4082106236198033,33.098942977818346,3113.2768928783235,0.6651634600869614,-0.7367188355442496,0.12967460426984642,0.025513644998305034,3.9972627975187645,64.01530973581845
